2502 0 0 [0.8399107456207275, 0.5370091795921326, -1.9345117807388306] 
2539 0 0 [1.56527578830719, -0.46157753467559814, -2.517902374267578] 
2549 1 0 [0.4207352101802826, 0.8587188720703125, -1.7180800437927246] 
2555 0 0 [2.1676182746887207, -0.2257361263036728, -3.5119030475616455] 
2581 0 0 [1.7235922813415527, 0.42982953786849976, -3.3952527046203613] 
2584 0 0 [0.0010470477864146233, -0.05533404275774956, -0.41016924381256104] 
2620 0 0 [0.6590211391448975, 0.4343007206916809, -1.6819005012512207] 
2651 0 0 [2.216649055480957, -0.834056556224823, -2.8830673694610596] 
2677 2 0 [-1.316472053527832, -0.17594175040721893, 1.3746522665023804] 
2701 1 0 [-0.4283442497253418, 0.6243311762809753, -0.5307124853134155] 
2712 1 0 [-1.2434413433074951, 0.5123999714851379, 0.40381813049316406] 
2748 0 0 [1.4636421203613281, -0.23495234549045563, -2.4481914043426514] 
2771 0 0 [1.0894739627838135, 0.005477195605635643, -2.2754979133605957] 
2794 1 0 [0.29850974678993225, 0.901480495929718, -1.7883907556533813] 
2795 0 0 [1.4510685205459595, 0.5042518377304077, -3.1153132915496826] 
2830 1 0 [0.9511706829071045, 0.9807774424552917, -2.5855493545532227] 
2841 2 0 [-0.6361739039421082, -0.4507841169834137, 0.6670589447021484] 
2858 0 0 [0.561259925365448, 0.12807394564151764, -1.6325863599777222] 
2890 0 0 [1.2966121435165405, 0.4542059600353241, -2.9382481575012207] 
2904 0 0 [1.2671198844909668, 0.09162402898073196, -2.4743661880493164] 
2956 0 0 [1.1409661769866943, 0.24270766973495483, -2.2475621700286865] 
2957 0 0 [1.4227465391159058, 0.5717552900314331, -3.0726141929626465] 
2980 0 0 [1.5325608253479004, 0.15388113260269165, -2.9533870220184326] 
2984 0 0 [0.9478419423103333, -0.3281463384628296, -1.5676074028015137] 
2985 0 0 [0.32900455594062805, -0.01869894750416279, -1.053441047668457] 
3013 1 0 [0.5529705286026001, 0.8690478205680847, -2.250300168991089] 
3035 0 0 [1.7032374143600464, -0.2808082103729248, -2.773448944091797] 
3055 2 0 [-0.8779745697975159, -0.019137928262352943, 0.23415249586105347] 
3076 0 0 [0.8077715039253235, 0.5641379952430725, -2.456502914428711] 
3171 1 0 [-0.1742410808801651, 0.939001739025116, -0.9326590895652771] 
3234 2 0 [0.13785883784294128, -1.0178745985031128, 0.27166444063186646] 
3249 1 0 [-0.23194560408592224, -0.22766120731830597, -0.2998333275318146] 
3257 0 0 [2.0194997787475586, 0.4320290982723236, -3.7327940464019775] 
3262 0 0 [1.1863549947738647, 0.5084152221679688, -2.815178394317627] 
3305 1 0 [-0.08206899464130402, 1.2359018325805664, -1.4838534593582153] 
3312 1 0 [0.30281683802604675, 0.4282531142234802, -1.3077930212020874] 
3323 0 0 [0.3163841664791107, -0.276192307472229, -1.1969648599624634] 
3354 1 0 [0.5377743244171143, 0.9151537418365479, -2.485997438430786] 
3443 2 0 [-1.0066567659378052, 0.3040851354598999, 0.3144264817237854] 
3450 1 0 [-0.029072850942611694, 0.8533290028572083, -1.2184163331985474] 
3467 0 0 [0.9460821747779846, -0.3243202865123749, -2.0325207710266113] 
3496 0 0 [1.5839275121688843, 0.5651050209999084, -3.3216092586517334] 
3588 0 0 [2.121067523956299, -0.0832439661026001, -3.6116302013397217] 
3643 1 0 [-0.10233443975448608, 1.3243497610092163, -1.3740510940551758] 
3658 1 0 [-0.2556817829608917, 0.49499160051345825, -0.7520448565483093] 
3660 0 0 [0.7172623872756958, 0.5755787491798401, -2.2244536876678467] 
3719 0 0 [1.1985816955566406, 0.045389458537101746, -2.323956251144409] 
3795 0 0 [1.1365411281585693, 0.6609786748886108, -2.9944772720336914] 
3842 0 0 [1.4053560495376587, 0.8012044429779053, -3.281374216079712] 
3858 0 0 [1.6236954927444458, 0.8154430985450745, -3.4510016441345215] 
3869 0 0 [1.4384700059890747, 1.1086335182189941, -3.488229513168335] 
3883 0 0 [1.6036992073059082, 0.5630356669425964, -3.240570545196533] 
3902 0 0 [1.3601350784301758, 0.5950896143913269, -3.026499032974243] 
3915 0 0 [1.8463331460952759, 0.625274121761322, -3.685189723968506] 
3946 0 0 [1.411373257637024, 0.6303215622901917, -3.0585927963256836] 
3952 1 0 [0.9033885598182678, 1.2267736196517944, -2.778944969177246] 
3967 0 0 [1.551148533821106, 0.8643444180488586, -3.636657953262329] 
3981 0 0 [1.617899775505066, 0.9380297660827637, -3.6918959617614746] 
4030 0 0 [1.4682438373565674, 0.7978249192237854, -3.5729923248291016] 
4061 1 0 [0.8218552470207214, 1.1862775087356567, -2.747016191482544] 
4113 0 0 [1.5636745691299438, 0.40227386355400085, -3.0204341411590576] 
4135 0 0 [1.5357863903045654, 0.13273985683918, -2.7256157398223877] 
4141 0 0 [0.9559926390647888, 0.5710387825965881, -2.1474180221557617] 
4147 0 0 [1.4748624563217163, 0.9895821213722229, -3.586165428161621] 
4180 0 0 [1.5918958187103271, 0.9221733808517456, -3.587433099746704] 
4195 0 0 [1.5014363527297974, 1.3468656539916992, -3.902815580368042] 
4220 0 0 [1.395511269569397, 1.0921142101287842, -3.3865115642547607] 
4240 0 0 [1.9491959810256958, -0.43950551748275757, -2.92277455329895] 
